codigo,nome,contato,email,fone
558,SANTIL  MATERIAL ELETRICOS,,,1139983000
467,SATCOM TELECOMUNICAÇÕES LTDA,,,3633-4871
1189,SAVE INTELIGÊNCIA TRIBUTÁRIA,,,
522,SCALLA COMERCIO DE BATERIAS LTDA,,,12 3681-1633
929,SD DISTRUBUIDORA,,,
1039,SEAT INDUSTRIA,,contato@seat.ind.br,(61) 3361-8344
716,SEAT PAINEIS ELETRONICOS,,ALESSANDRO.CAMPOS@SEAT.IND.BR,
943,SEBRAE,,,
468,SECTRA LTDA,RITA,sectra@sectra.com.br,(35) 3471-1334
378,SECURICENTER,,comercial@scenter.com.br,(35) 3471-4000
469,SECURITECH  - PORTO ALEGRE,91846428000105,,(051) 3232-2020
470,SECURITECH SISTEMAS ELETRONICOS LTDA,SANDRA,,(011) 3679-9779
801,SECURITY BARRIERS,,sb@securitybarriers.com.br,0 31 3491-7919
566,SECURITY SHOP,,vendas@securityshop.com.br,1433662266
471,SEED COMERCIAL ELETRO ELETRONICA LTA,VANESSA,,(11) 3335-6141
553,SEG SISTEMAS DE VIGILANCIA ELETRONICA LT,,info@segsis.com.br,
554,SEG ZELADORIA PATRIMONIAL E LOGISTICA LT,NILSON,,
472,SEGCAL CALÇADOS E ACESSORIOS DE SEGURANÇ,,,(11) 2996 1202
800,SEGCENTER DISTRIBUIDORA,Nathália Borri,,(12) 3931-4321
473,SEGVALE PRODUTOS SEGURANCA ELETRONICA LT,LEANDRO / MARCELO JUNIO/9711-,,(012) 3938-1244
852,SEGWARE DO BRASIL LTDA EPP,,,
895,SEKTRONIX DO BRASIL,RONALDO,marketing@sektronix.com.br,(31)3037-2084
1011,SENSORLINE COMERCIAL EIRELI - EPP,Rodrigo,SPI@SEKTRONIX.COM.BR,031 30875422
474,SEP SISTEMAS ELETRONICOS,RODOLFO,,(011) 6424-3356
974,SERASA S/A,,SERASAEXPERIAN.COM.BR,3003-7372
935,SERCAL SERRALHERIA CALDERARIA,,,12  3645-1588
614,SERGINHO MOTOS,,,
951,SERGIO AUGUSTO DE ALMEIDA,,,
690,SERGO AUTO PECAS,,,12992545110
475,SERRALHERIA ARTISTICA EMANUEL,,,9771-3130
753,SERRAS VALE IMPLEMENTOS AGRICOLAS,AGENOR / VAGNER,serrasvale@ig.com.br,36332617
476,SERVAL COMERCIO COMPONENTES ELETRONICOS,,,(012) 3621-4822
820,SERVE VALE BATERIAS LTD,,,(12)3322-5021
236,SERVE VALE BATERIAS LTDA,,cicero.adriano@mourasp.com.br,(12) 3681-1915
956,SETE ESTRELA COMERCIO DE DERIVADOS PETRO,,,
477,SETIMA ARTE UNIFORMES LTDA,,,(011) 6198-4011
833,SHOPDOCFTV.COM,,,
685,SHOWTEC INDÚSTRIA E COMÉRCIO DE ELETRÔNI,,atendimento@showtec.com.br /,11-2682-3636
520,SHPO CFTV PEÇ. E ACES. PARA APARE. ELETR,,,41 32015555
479,SIGNUS(VIVO EMPRESAS),EMERSON DE PAULA,,(12)3937-7449
480,SILKRIAR - CIDALIA M. S. BREVES - ME,CIDALHA,,(012) 3635-1651
1179,SIMPLES SOLUTIONS COMERCIO DE EQUIPAMENT,,,
765,SINDEEPRES-SIND.EMP.PREST.SE,,,
481,SIPROEL INDUSTRIA ELETRÔNICA S/A.,VANILZA,,(041) 3675-4433
482,SISTEMA DLP - EVOLUTIVA - PIAL LEGRAND,(011) 5644-2400,,(011) 5644-1216
1130,SJ SEG COMERCIO DE MATERIAIS ELETROELETR,PAOLA,,012 3519-6982
1133,SJSEG DISTRIBUIIDORA,,,
993,SKOFY CONFECÇÃO & ESTAMPARIA,3624-7985,skofy@ig.com.br,
50,SM SOLUÇOES EM INFORMATICA,SÉRGIO,comercial@smsolucoes.com,(12) 3624-3871
812,SO PORTOES SANTOS COM  PRODUTOS ELETRONI,,,1332214943
48,SODEXO PASS DO BRASIL SERVICOS E COMERCI,,,(11) 3957-5000
484,SOFER COMERCIO DE FERROS,JORGE / GISLAINE,,012 36812676
1124,SOFTMATIC SIST AUTOM INF S C,,,
394,SOLAR BRASIL,,solar@solarbrasil.com.br,1155427980
487,SOLUCOES SISTEMAS DE SEGURANCA LTDA,,,
961,SOLUTECH DISTRIBUIDORA,,nh@solutech.rs,(51)3036-1413
640,SPA CESTAS BÁSICAS,Patricia S. Paiva,,012 3961 3251
613,SPEED MOTOS,,,
622,SPM RIO PRETO COMERCIO DE EQUIPAMEN,PAULO MAZONI,paulomazoni@gmail.com,017 32388531
584,SPYA EXPRESS,Elvira Cristina de Oliveira,spyaradial@spya.net / elvira@spya.net,(11) 2692-4242
488,STAR POWER  RADIOCOMUNICAÇÃO,RITA  OU  IVO,,(011)  222-6867
503,STARTEL VALE TELEINFORMATICA LTDA,,startel@startel.com.br,39226155
489,STEELBEK,FRANKLIN C. FERREIRA,,3623-2969
490,STILL,ALBERTO J. ALMEIDA,,3632-8126
491,STILUS UNIFORMES,http://www.stillouniformes.com.,,011-2099-4798
399,STREAKWAVE DO BRASIL,,vendas@streakwavebrasil.com.br,41 3076-4270
748,SUCATA CHACARA SILVESTRE,EZEQUIEL,,1236296256
1126,SULMINAS FIOS & CABOS LTDA,,,012 36021196
544,SULTON PRODUTOS ELETRÔNICOS LTDA,,falecom@sulton.com.br,(41) 3032-7900
1075,SUPERCOMMERCE LTDA,Carlos Lima,atendimento@segurancajato.com.br,(21)4003-60950
671,SUPERMERCADO DIA,,,
673,SUPERMERCADO ESTIVA,,,
960,SUPERMERCADO HELIO JOSE CAMPOS,,,
672,SUPERMERCADO PÃO DE AÇUCAR - INDEPENDENC,,,
44,SUPLAUTO DISTRIBUIDORA  DE PEÇAS  P/ AUT,MONTIRO,,(12) 2125-7800
541,SUPRAFACIL,,vendas@supracil.com.br,1133413494
656,SUPRICORP SUPRIMENTOS LTDA,,,
679,SUPRITEC DISTRIBUIDORA,12-30186357,,12-39029315
771,SÃO PAULO COMÉRCIO DE SUCATAS LTDA- ME,,,
883,SÓ PORTOES DISTRIBUIDORA DE PROD. ELET.,,,(19) 3371-5767
516,SÓ PORTÕES COMÉRCIO DE PRODUTOS ELETRÔNI,,,012 3934-2088
4,SÓ PORTÕES COMÉRCIO DE PRODUTOS ELETRÔNI,LUZIA,taubate@soportoes.com.br,012 3624-5353
885,SÓ PORTÕES EQUIPAMENTOS DE SEGURANÇA LTD,,,(16) 3461-9299
592,TAUBAFER COMÉRCIO DE FERRO E AÇO LTDA,,,012 36324622
823,TAUBATE BATERIAS,,,
23,TAUBATE BATERIAS CRAW,,MARCOS FERNANDO,(12) 3681-1633
589,TAUBATE FERRO E ACO,,,012 3631-2585
594,"TAUBATÉ CALHAS, RUFOS, COIFAS & CIA",,taubatecalhas@hotmail.com,012 3629-3510
3,TEAMWORK DO BRASIL,VALDIR LIMA,contato@teamworkdobrasil.com.br,123341 4134
585,TEC-WI EQUIPAMENTOS WIRELESS,,,(19) 3829-4947
403,TECH WIRELESS,,contato@techwireless.com.br,(19) 3381-3644
1187,TECNOPARTSBRAZIL,,,
36,TECNOPRINT,,tecnoprintsuprimentos@uol.com.br,
921,TECNOSEG SEGURANÇA ELETRONICA EIRELI EPP,LUCAS,,031 30377885
605,TECNOTRONICS COMERCIO E ASSISTENCIA TECN,,,39056573
920,TECSEG DISTRIBUIDORA,GUSTAVO,,17 32222865
379,TECVOZ ELETRONICA LTDA,,,011 3345-5555
1110,TEGNHER ATIVIDADES DE INTERNET LTDA,,,
875,TELCABOS TELECOMUNICAÇÕES E INFORMÁTICA,,,11 2146 7777
897,TELECOM SHOP.COM.BR,,,019 25141977
629,TELEFONICA S/A,,,
619,TELIS  01210-000,ANDREA,atendimento@telis.com.br.,1123866500
627,TELLARE,vendas@tellare.com.br,,(11) 2469-3971
962,TENDA ATACADO,,,
635,TERA METAIS,ALESSANDRA,,
1141,TF7 QUÍMICA DO BRASIL LTDA.,,,
871,TIVEA GRUPOS GERADORES,,,(47) 4063-9143
417,TMSOFT SOLUÇÕES EM INFORMÁTICA LTDA,Patrick Luis Brandao Bitencourt,,(011) 3337-3050
982,TONETOSEG DISTRIBUIDORA,,,(11) 4127-9378
959,TORCISÃO,,,(11) 2334-9989
1101,TPLINK,,,
608,TRANSCIR,,vendas@transcir.com.br/,011 29502183
688,TRANSPORTADORA RISSO,,,(11) 3933-7570
492,TRC TELECOM LTDA,,trc@telec.com.br,39429494
981,TREFINOX - TREFILACAO E LAMINACAO DE MET,,,(19)3455-2332
1106,TRENDNET,,,
869,TSS TECNOLOGIA EM SISTEMAS DE SEGURANÇA,Viviane Oliveira,,11 3862-0002
913,ULTRAVISÃO PERICIAS E VISTORIAS,TIAGO,,3411-8170
1098,UNICOBA,,,
684,UNIMEC INDUSTRIA HASTES,,contato@unimec.ind.br,019 3463.9116
777,UNIVERSO,,,
542,UNIVERSO CHAPAS,,universo@universochapas.com.br,011 26311460
579,UNIVERSO LED,,contato@universoled.com,(11) 5189-8400
598,UNIVERSO ONLINE - UOL HOSTING,,,8008819011
527,UNO DISTRIBUIDORA EQUI.SEG LTDA,JAISON /  CARLOS,,1143019251
721,USINAGEM PEDROCAR LTDA,,,1236331391
652,VALE SAFE  EPIS,,valesafe@valesafe.com.br,012 3682-1386
556,VALE TELAS LTDA -ME,DANIEL,valetelas@uol.com.br,1236211404
590,VALEFER COMÉRCIO DE FERRO AÇO,,,012 3632-0303
806,VALLEY REPRESENTAÇÕES LTDA,,wagner@valleyrepresentacoes.com,
904,VALOR BRASIL SECURITY SYSTEMS,,contato@valorss.com.br,11 3227-7969
1149,VANSEG COMERCIO E INDUSTRIA LTDA,VANESSA,,14 34715170
720,VELLOSO PARAFUSOS,ARGEMIRO,,012 36813470
1030,VIDRAÇARIA IPANEMA,,,
918,VISION DISTRIBUIDORA,,http://visiondistribuidor.com.br,
1112,VISIONBRAS,,,
1040,VITAL TECH INDUSTRIA E COMERCIO EIRELI,,,019 32737079
511,VIVO S. A.,,,
1138,VOICE DATA,,,011 21014644
495,VOTORANTIM CIMENTOS S.A.,,,81574517
693,VS MOTOS MECANICO OFICINA MOTOS,Wagner,,123432424001234
807,VTEK DISTRIBUIDORA DE SEGURANÇA LTDA,,alex@vtek.com.br,(11) 4221-8822
530,VULCASUL,DAVID,vulcasulepi@vulcasul.com.br,1230252200
1151,W D TRON INDUSTRIAL EIRELI,,,
1146,W E BRASIL INDUSTRIAL LTDA,,,
717,WAIVI COMÉRCIO E SERVIÇOS,,,
857,WALLTEC COMERCIAL LTDA,SHEIDER,,(12) 3424-3733
867,WALLTEC COMERCIAL LTDA - DIVISORIAS,Sr. Sheider,vendas1@walltec.com.br,012 3424-3733
1165,WATANABE DISTRIBUICAO LTDA,,,
1097,WD WESTERN DIGITAL,,,
1003,WEBSOLUTE - SERVIÇOS DE INTERNET LTDA,,,
660,WESTERN DIGITAL,,suportewd@iss-l.com,0800-7704932
669,WESTRON,,vendas02@westron.com.br,51 3024-8324
1010,WF SERVICE,,,12 39391766
972,WINCO SISTEMAS LTDA,,,
1127,WIREFLEX COMERCIO E INDUSTRIA LTDA,,vendas@wireflexcabos.ind.br,(12) 2139-4900
420,WIRELESSCONNECT,Ana Cláudia Tavares,ana@wirelessconnect.com.br,(19) 3368-0819
928,WR DISTRIBUIDORA,,,48 3034-7534 |
914,X JIANG ELETRONICOS EPP,,,
525,Z ANTUNES NETO M.E.,,financeiro@ergtau.com.br,
666,Z TECNOLOGIA,,ac@andrecarlos.com,011 – 2269.4019
1077,ZAN DA SILVA MACHADO INFORMATICA - ME,EDUARDO,,3209-1755
499,ZEEL ELETRO ELETRONICOS LTDA,,,
1061,ZENITE TECNOLOGIA,,contate@zenitetecnologia.com.br,8330442700
1056,ZEVAL - ZELADORIA E PRESTAÇÃO DE SERVIÇO,CELSO,,36812000
1020,ZUZA,,,
